window,k,skew,cool,round,day,sample_type,profit
50,1.5,1.0,300,4,2,OOS,169
50,1.5,1.0,300,4,3,OOS,279
50,1.5,1.0,300,5,2,OOS,169
50,1.5,1.0,300,5,3,OOS,279
50,1.5,1.0,300,5,4,OOS,489
10,2.5,1.2,1000,1,-2,IS,53
10,2.5,1.2,1000,1,-1,IS,25
10,2.5,1.2,1000,1,0,IS,24
10,2.5,1.2,1000,2,-1,IS,25
10,2.5,1.2,1000,2,0,IS,24
10,2.5,1.2,1000,2,1,IS,8
10,2.5,1.2,1000,3,0,IS,24
10,2.5,1.2,1000,3,1,IS,8
10,2.5,1.2,1000,3,2,IS,-4
10,2.5,1.2,1000,4,1,OOS,8
10,2.5,1.2,1000,4,2,OOS,-4
10,2.5,1.2,1000,4,3,OOS,31
10,2.5,1.2,1000,5,2,OOS,-4
10,2.5,1.2,1000,5,3,OOS,31
10,2.5,1.2,1000,5,4,OOS,0
50,2.5,0.5,1000,1,-2,IS,-22
50,2.5,0.5,1000,1,-1,IS,15
50,2.5,0.5,1000,1,0,IS,31
50,2.5,0.5,1000,2,-1,IS,15
50,2.5,0.5,1000,2,0,IS,31
50,2.5,0.5,1000,2,1,IS,87
50,2.5,0.5,1000,3,0,IS,31
50,2.5,0.5,1000,3,1,IS,87
50,2.5,0.5,1000,3,2,IS,-106
50,2.5,0.5,1000,4,1,OOS,87
50,2.5,0.5,1000,4,2,OOS,-106
50,2.5,0.5,1000,4,3,OOS,42
50,2.5,0.5,1000,5,2,OOS,-106
50,2.5,0.5,1000,5,3,OOS,42
50,2.5,0.5,1000,5,4,OOS,78
30,2.0,1.0,700,1,-2,IS,190
30,2.0,1.0,700,1,-1,IS,186
30,2.0,1.0,700,1,0,IS,180
30,2.0,1.0,700,2,-1,IS,186
30,2.0,1.0,700,2,0,IS,180
30,2.0,1.0,700,2,1,IS,112
30,2.0,1.0,700,3,0,IS,180
30,2.0,1.0,700,3,1,IS,112
30,2.0,1.0,700,3,2,IS,348
30,2.0,1.0,700,4,1,OOS,112
30,2.0,1.0,700,4,2,OOS,348
30,2.0,1.0,700,4,3,OOS,171
30,2.0,1.0,700,5,2,OOS,348
30,2.0,1.0,700,5,3,OOS,171
30,2.0,1.0,700,5,4,OOS,125
100,2.0,0.8,700,1,-2,IS,435
100,2.0,0.8,700,1,-1,IS,96
100,2.0,0.8,700,1,0,IS,132
100,2.0,0.8,700,2,-1,IS,96
100,2.0,0.8,700,2,0,IS,132
100,2.0,0.8,700,2,1,IS,432
100,2.0,0.8,700,3,0,IS,132
100,2.0,0.8,700,3,1,IS,432
100,2.0,0.8,700,3,2,IS,281
100,2.0,0.8,700,4,1,OOS,432
100,2.0,0.8,700,4,2,OOS,281
100,2.0,0.8,700,4,3,OOS,98
100,2.0,0.8,700,5,2,OOS,281
100,2.0,0.8,700,5,3,OOS,98
100,2.0,0.8,700,5,4,OOS,378
200,2.5,0.5,300,1,-2,IS,1278
200,2.5,0.5,300,1,-1,IS,340
200,2.5,0.5,300,1,0,IS,353
200,2.5,0.5,300,2,-1,IS,340
200,2.5,0.5,300,2,0,IS,353
200,2.5,0.5,300,2,1,IS,888
200,2.5,0.5,300,3,0,IS,353
200,2.5,0.5,300,3,1,IS,888
200,2.5,0.5,300,3,2,IS,614
200,2.5,0.5,300,4,1,OOS,888
200,2.5,0.5,300,4,2,OOS,614
200,2.5,0.5,300,4,3,OOS,165
200,2.5,0.5,300,5,2,OOS,614
200,2.5,0.5,300,5,3,OOS,165
200,2.5,0.5,300,5,4,OOS,183
100,2.0,1.0,300,1,-2,IS,1571
100,2.0,1.0,300,1,-1,IS,-82
100,2.0,1.0,300,1,0,IS,556
100,2.0,1.0,300,2,-1,IS,-82
100,2.0,1.0,300,2,0,IS,556
100,2.0,1.0,300,2,1,IS,699
100,2.0,1.0,300,3,0,IS,556
100,2.0,1.0,300,3,1,IS,699
100,2.0,1.0,300,3,2,IS,101
100,2.0,1.0,300,4,1,OOS,699
100,2.0,1.0,300,4,2,OOS,101
100,2.0,1.0,300,4,3,OOS,251
100,2.0,1.0,300,5,2,OOS,101
100,2.0,1.0,300,5,3,OOS,251
100,2.0,1.0,300,5,4,OOS,304
200,3.0,1.0,700,1,-2,IS,32
200,3.0,1.0,700,1,-1,IS,48
200,3.0,1.0,700,1,0,IS,-18
200,3.0,1.0,700,2,-1,IS,48
200,3.0,1.0,700,2,0,IS,-18
200,3.0,1.0,700,2,1,IS,143
200,3.0,1.0,700,3,0,IS,-18
200,3.0,1.0,700,3,1,IS,143
200,3.0,1.0,700,3,2,IS,130
200,3.0,1.0,700,4,1,OOS,143
200,3.0,1.0,700,4,2,OOS,130
200,3.0,1.0,700,4,3,OOS,82
200,3.0,1.0,700,5,2,OOS,130
200,3.0,1.0,700,5,3,OOS,82
200,3.0,1.0,700,5,4,OOS,31
10,1.5,0.5,1000,1,-2,IS,347
10,1.5,0.5,1000,1,-1,IS,63
10,1.5,0.5,1000,1,0,IS,178
10,1.5,0.5,1000,2,-1,IS,63
10,1.5,0.5,1000,2,0,IS,178
10,1.5,0.5,1000,2,1,IS,244
10,1.5,0.5,1000,3,0,IS,178
10,1.5,0.5,1000,3,1,IS,244
10,1.5,0.5,1000,3,2,IS,-76
10,1.5,0.5,1000,4,1,OOS,244
10,1.5,0.5,1000,4,2,OOS,-76
10,1.5,0.5,1000,4,3,OOS,226
10,1.5,0.5,1000,5,2,OOS,-76
10,1.5,0.5,1000,5,3,OOS,226
10,1.5,0.5,1000,5,4,OOS,154
